id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_description
17295671,95108482,Per,Kungsholmen,59.32854,18.03685,Entire home/apt,1000.0,4,2018-08-14,0.06,0,4.5,4.5,3.5,3.5,4.5,5.0,4.5,"Våning nära vattnet och centrum. Min lägenhet ligger på Norr Mälarstrand nära Kungsholms Torg,Petite France, Mälarpaviljongen AB, Orangeriet Bar & Café och Stockholm Town Hall. Du kommer att älska mitt ställe eftersom det är hemtrevligt, har högt i tak, den sköna sängen, köket och utsikten. Mitt boende passar par."
17336197,60767917,Johanna,Södermalm,59.31604,18.03303,Entire home/apt,1200.0,41,2023-02-22,0.57,4,4.87,4.97,4.9,4.86,4.92,4.92,4.78,"Small studio with a lovely seaview Mitt ställe ligger nära Bistro Barbro AB och Restaurang Ho's. Du kommer att älska mitt ställe på grund av den fantastiska utsikten och närheten till resturanger och  kommunikationer.  Mitt boende passar par, ensamäventyrare och affärsresenärer.<br /><br /><b>Guest access</b><br />Soprum och tvättstuga"
17506567,29697741,Paulina,Kungsholmen,59.33621,18.03196,Entire home/apt,1100.0,19,2022-06-04,0.26,2,4.78,4.67,5.0,4.94,4.89,4.94,4.56,"Bright 1 bedroom apartment city center Kungsholmen Bright, comfy and newly renovated apartment located in Kungsholmen in central Stockholm. At this area you can find restaurants, bars, cafés, supermarkets, convenience stores, shops and a shopping mall. You can easily reach Stockholm central station by bus or subway in 5-10 minutes.<br /><br /><b>The space</b><br />This is a 38 sq m apartment and consists of:<br />- One bedroom with a 140 cm bed<br />- Bathroom with shower<br />- Kitchen including essential cookware, microwave,  dinnerware and preparation items<br />- Living room with sofa, TV, chromecast and dining area<br />- Cosy balcony, where you can enjoy the sun during the morning and the evening<br />- Free WiFi<br />- Fresh linen and towels<br /><br />If you're staying more than 7 nights you will have access to the room with washing machines. <br /><br />Please:<br />- No smoking, pets or guests<br />- No parties <br />- No music after 10pm<br />- Respect my privacy, space and personal belongings  <br /><br />Otherwise; enjoy y"
17553029,9645693,Katalin,Södermalm,59.31414,18.07776,Entire home/apt,2300.0,2,2023-01-01,0.4,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Colourful and spacious in SOFO-area! Welcome to SOFO! Close to everything yet quiet. <br /><br />Our flat has one bedroom, living room, dining room, kitchen with balcony, bathroom with bathtub and a guest toilet. The apartment is 120 sqm, spacious and bright. Suitable for couples, families or business travellers. <br /><br />Some of the city´s best restaurants are within walking distance. But if you would like to cook at home, you are welcome to use the well-equipped kitchen or the barbecue area on the yard.<br /><br /><b>The space</b><br />The apartment is on the third floor (there is an elevator) facing the cute Droskan park on Folkungagatan street. The bedroom is located with windows towards the yard where it is totally quiet. <br /><br />The two largest rooms are the dining room and the living room. They are both overlooking the park - green during summer and with a snowy beautiful Katarina church during winter. The dining room has a large dining table for 6-8 persons as well as a piano. The living room has a tv and s"
17555369,97105263,Anders,Skarpnäck,59.28274,18.10505,Entire home/apt,3999.0,15,2022-08-01,0.21,2,5.0,5.0,5.0,5.0,5.0,4.93,4.93,"Beautiful house with garden 10 min to city Welcome to a lovely, newly renovated house with a sunny garden in one of the most quiet and stunningly beautiful areas in Stockholm - but with the Stockholm city pulse just minutes away! The area is perfect for kids with loads of playgrounds and parks for recreation. Two subway stations is only a ten minute walk away, and the ride to the city center is only ten minutes. In the area you have everything you need: grocery stores, pharmacy, public swimming pool, restaurants and cafes!<br /><br /><b>The space</b><br />The newly renovated house consists of two beautifully decorated storeys. The three bedrooms and a bathroom with shower and bathtub are located on the upper floor. Downstairs you’ll find a fully equipped and lovely kitchen, a cozy living room and a toilet.  From the kitchen you have access to a big sun deck with a dining area and BBQ, and the garden. In the newly renovated basement there is another bathroom, a tv-room, large laundry room with washing machine and a dryer.<br /><"
17565551,25463586,Johan,Bromma,59.35151,17.9052,Entire home/apt,3389.0,9,2019-08-12,0.12,0,5.0,4.88,5.0,5.0,5.0,4.88,4.88,"Premium Villa in beautiful suburb close to city Newly renovated 3 floor villa perfect for families. Spacious 170 m2. Bathroom on all floors.  Own garden facing small forrest with barbecue and sofa group. In green charming suburb Norra Ängby, Bromma. <br /><br />10 min walk to subway, from which you reach downtown in 15-20 minutes. 5 min walk to bus stop. 2 min walk to a great playground.<br /><br /><b>The space</b><br />Newly renovated Villa with great charm. 2 floors + renovated basement. Own private garden facing small forrest. Patio with barbecue and sofa group.<br /><br /><b>Guest access</b><br />This charming large house has a generous social area on the bottom floor with kitchen and combined dining and living room. <br /><br />On the second floor there are 3 bedrooms, one which have a double bed, one a queen size bed and one with a single bed. <br /><br />The basement is newly renovated and has a bedroom with a double bed and a social area. <br /><br />All floors have a bathroom or toilet. The bathroom in the basement has a wa"
17666349,120251168,Paul,Älvsjö,59.26615,17.98054,Entire home/apt,1395.0,4,2019-08-04,0.07,0,4.5,4.75,4.25,5.0,5.0,4.5,4.75,"Small charming villa,  Långsjö, Stockholm Villa in quiet neigbourhood close to recreational nature and local lake Långsjön, Långsjöbadet, Älvsjöskogen (friluftsområde). Suitable for couples or families with children of all ages.<br />Flexible accomodation with 1 master bedroom, and 1 (sectioned) large bedroom with two expandable beds.<br />Extra bed (loft) available.<br />Modern high standard kitchen.<br />Luxury bathroom with bath (jet).<br />Large private area for barbeque and social activities for all ages (trampoline).<br /><br /><b>The space</b><br />Close to recreational areas of different variation in nice quiet neighbourhood. Nearby bathing lake as well as green areas. Easy acess to Stockholm City.<br /><br /><b>Guest access</b><br />Complete high standard fully equipped villa for couples or families with children of all ages.<br /><br /><b>Other things to note</b><br />Trampoline, swing for children, Barbecue"
17732905,13642609,Helena,Hägersten-Liljeholmen,59.30135,17.94566,Entire home/apt,3990.0,22,2022-08-12,0.31,4,4.85,4.8,4.85,4.95,4.85,4.85,4.45,"Spacious house with panoramic view of Lake Mälaren Spacious 8-bed house with panoramic view over Lake Mälaren and Stockholm. Situated 130 m from the lake and 15 min with subway from Stockholm City and with an idyllic garden directly adjacent to the woods, this is the ideal place for one or several families. From the pier 400 m away, ferries depart to Stockholm city and to the Castle Drottningholm. Lots of excursions to do in the neighbouring natural reserve area or along the lake."
17733829,15798972,Jenny,Södermalm,59.3051,18.10635,Entire home/apt,1800.0,21,2022-07-25,0.29,1,4.81,4.95,4.95,5.0,5.0,4.86,4.9,"Designed and cosy apartment by the sea near SoFo This is a perfect place for a family. The beautiful lake is just outside the door, nice restaurants and only 15 min from city and 10 min to So-Fo. Very close to public transport. <br />Sickla lake, a nearby lake for swimming and nice for kids. A public bath is also close. You can rent kayaks here.  <br />In winter time you we use the ski slope Hammarbybacken for skiing, it is a popular destination for many skiers. In summertime hiking or running to the top and look at the sunrise or sunset over Stockholm.<br /><br /><b>The space</b><br />Cosy place with nice space for big dinners and hang around. A small balcony with sun most of the day. <br />A gas grill on the balcony.<br /><br /><b>Guest access</b><br />Whole apartment<br /><br /><b>Other things to note</b><br />I Have two beautiful Burmese cats, you need to give them Fresh water and food everyday. And clean their cat toilet. They are very friendly and cosy."
17740917,4380521,Joakim,Norrmalm,59.33595,18.05527,Entire home/apt,1677.0,39,2023-03-26,0.57,21,4.64,4.56,4.54,4.74,4.64,4.9,4.69,"City Backpackers - Comfortable 6-bed Apartment This apartment is part of our Hostel property and is located on the second floor away from the other rooms inside the hostel building. It has comfy bunk beds with an equipped kitchen. The shower and WC are in separate rooms. There are lockers included. Bed-linen, towels and high speed wifi are included in the accommodation price.  Please note - Smoking is not permitted in the building and apartment. Reception desk open hours are between 08:00-22:00, but we can always arrange a late check-in.<br /><br /><b>The space</b><br />Because the property is connected to the hostel, you are welcome to use the hostel sauna during the free guest times. We have unlimited free raw pasta for you to use anytime. Free tea and coffee after breakfast hours in reception. Please note - Smoking is not permitted in the apartment or hostel grounds.<br /><br /><b>Guest access</b><br />Reception desk open hours are between 08:00-22:00, but we can always arrange a late check-in. We have no curfew, so you will be "
17742573,16140991,Erika,Enskede-Årsta-Vantör,59.29372,18.07703,Entire home/apt,1200.0,14,2021-10-01,0.19,0,4.86,4.93,4.5,4.86,5.0,4.5,4.79,"Beautiful appartment in great location Welcome to our lovely home, a very charming apartment close to the water and with a ten minute walk to the very central parts of ""söder""/Sodermalm. <br /><br />The apartment is newly renovated and furnished in a scandinavian style. It's clean and cozy and got everything you need for a comfortable stay for a weekend or longer vacation in Stockholm.  <br /><br />Welcome to contact us if any further questions or booking requests. Looking forward to host you in our home! <br /><br />All the best, <br />Erika and Filip<br /><br /><b>Other things to note</b><br />The apartment is newly renovated and furnished in a scandinavian style. It's clean and cozy and got everything you need for a comfortable stay for a weekend or longer vacation in Stockholm. <br /><br />The apartment is 60 squarmeters and has 2 bedrooms (one big and one smaller), a kitchen with all necessary supplies, a bathroom with shower and a beautiful living room with big windows and a cozy balcony.  <br /><br />You have WIFI, T"
17746456,121066315,Per,Bromma,59.33765,17.97517,Entire home/apt,1450.0,25,2022-08-03,0.36,5,4.67,4.92,4.13,5.0,5.0,4.77,4.59,"2 floor villa close to city - quiet neighbourhood Nice and modern villa (built 2010) close to nature and the central parts of Stockholm. The house is 100 sq feet in two floors.  <br /><br />At the entrance there's a porch for nice evenings in the summer sun. On the other side of the house you find a smaller porch for a cup of coffee in the morning sun.<br /><br />1st floor: Modern kitchen, big dinner table and a lounge with a TV. Fully equipped laundry (washing machine+tumble dryer).<br /><br /> 2nd floor: three bedrooms, WC and a multimedia room with a ps3 &ps4.<br /><br /><b>The space</b><br />The house has nature right around the corner<br /><br /><b>Guest access</b><br />Limited possibility to use the closets since our own clothes and stuff are there<br /><br /><b>Other things to note</b><br />We have a cat in the household (of you have allergic issues)"
